carnet,nombre,carrera,departamento,promedio
EST047819,Estudiante 47819,Arquitectura,Santa Ana,8.65
EST047820,Estudiante 47820,Contaduria,San Miguel,9.01
EST047821,Estudiante 47821,Ingeniería de Sistemas,Sonsonate,6.72
EST047822,Estudiante 47822,Contaduria,Santa Ana,9.55
EST047823,Estudiante 47823,Arquitectura,Santa Ana,8.73
EST047824,Estudiante 47824,Contaduria,Santa Ana,7.96
EST047825,Estudiante 47825,Ingeniería Industrial,San Miguel,8.46
EST047826,Estudiante 47826,Ingeniería Industrial,Santa Ana,8.8
EST047827,Estudiante 47827,Administracion,La Libertad,5.17
EST047828,Estudiante 47828,Ingeniería Industrial,Santa Ana,8.81
EST047829,Estudiante 47829,Ingeniería de Sistemas,Sonsonate,7.54
EST047830,Estudiante 47830,Ingeniería de Sistemas,San Miguel,9.57
EST047831,Estudiante 47831,Administracion,San Miguel,7.57
EST047832,Estudiante 47832,Contaduria,San Miguel,6.1
EST047833,Estudiante 47833,Ingeniería Industrial,San Miguel,6.94
EST047834,Estudiante 47834,Administracion,Sonsonate,6.73
EST047835,Estudiante 47835,Arquitectura,San Salvador,6.62
EST047836,Estudiante 47836,Contaduria,Santa Ana,9.44
EST047837,Estudiante 47837,Administracion,San Salvador,6.91
EST047838,Estudiante 47838,Ingeniería Industrial,La Libertad,5.22
EST047839,Estudiante 47839,Administracion,San Miguel,6.78
EST047840,Estudiante 47840,Ingeniería Industrial,San Salvador,9.8
EST047841,Estudiante 47841,Contaduria,La Libertad,5.21
EST047842,Estudiante 47842,Ingeniería Industrial,San Miguel,6.14
EST047843,Estudiante 47843,Ingeniería Industrial,La Libertad,6.69
EST047844,Estudiante 47844,Ingeniería de Sistemas,Sonsonate,7.0
EST047845,Estudiante 47845,Contaduria,La Libertad,5.17
EST047846,Estudiante 47846,Contaduria,San Salvador,6.1
EST047847,Estudiante 47847,Ingeniería Industrial,Sonsonate,6.59
EST047848,Estudiante 47848,Ingeniería de Sistemas,La Libertad,9.53
EST047849,Estudiante 47849,Ingeniería de Sistemas,San Salvador,5.7
EST047850,Estudiante 47850,Ingeniería de Sistemas,La Libertad,8.97
EST047851,Estudiante 47851,Arquitectura,Santa Ana,9.73
EST047852,Estudiante 47852,Ingeniería de Sistemas,La Libertad,5.23
EST047853,Estudiante 47853,Contaduria,Sonsonate,9.54
EST047854,Estudiante 47854,Ingeniería de Sistemas,Santa Ana,7.34
EST047855,Estudiante 47855,Ingeniería de Sistemas,La Libertad,7.29
EST047856,Estudiante 47856,Administracion,San Salvador,5.75
EST047857,Estudiante 47857,Ingeniería de Sistemas,La Libertad,9.07
EST047858,Estudiante 47858,Administracion,La Libertad,7.33
EST047859,Estudiante 47859,Contaduria,San Miguel,8.91
EST047860,Estudiante 47860,Arquitectura,San Miguel,9.45
EST047861,Estudiante 47861,Administracion,San Salvador,8.29
EST047862,Estudiante 47862,Ingeniería Industrial,San Salvador,5.86
EST047863,Estudiante 47863,Contaduria,Santa Ana,7.96
EST047864,Estudiante 47864,Ingeniería de Sistemas,Santa Ana,6.87
EST047865,Estudiante 47865,Administracion,San Miguel,5.14
EST047866,Estudiante 47866,Arquitectura,Santa Ana,9.3
EST047867,Estudiante 47867,Administracion,La Libertad,7.06
EST047868,Estudiante 47868,Arquitectura,San Miguel,5.92
EST047869,Estudiante 47869,Arquitectura,San Miguel,6.57
EST047870,Estudiante 47870,Ingeniería de Sistemas,San Salvador,5.82
EST047871,Estudiante 47871,Ingeniería Industrial,Santa Ana,5.22
EST047872,Estudiante 47872,Arquitectura,San Miguel,8.37
EST047873,Estudiante 47873,Arquitectura,La Libertad,7.14
EST047874,Estudiante 47874,Ingeniería Industrial,San Salvador,5.15
EST047875,Estudiante 47875,Administracion,La Libertad,6.19
EST047876,Estudiante 47876,Contaduria,Santa Ana,7.55
EST047877,Estudiante 47877,Administracion,La Libertad,6.25
EST047878,Estudiante 47878,Ingeniería Industrial,La Libertad,7.95
EST047879,Estudiante 47879,Administracion,San Salvador,5.33
EST047880,Estudiante 47880,Arquitectura,San Miguel,9.35
EST047881,Estudiante 47881,Ingeniería Industrial,Sonsonate,9.67
EST047882,Estudiante 47882,Ingeniería de Sistemas,San Salvador,8.43
EST047883,Estudiante 47883,Administracion,San Salvador,7.21
EST047884,Estudiante 47884,Ingeniería Industrial,San Miguel,9.19
EST047885,Estudiante 47885,Ingeniería Industrial,La Libertad,5.35
EST047886,Estudiante 47886,Ingeniería de Sistemas,San Miguel,8.11
EST047887,Estudiante 47887,Ingeniería de Sistemas,San Miguel,6.44
EST047888,Estudiante 47888,Administracion,La Libertad,6.4
EST047889,Estudiante 47889,Ingeniería de Sistemas,San Salvador,7.53
EST047890,Estudiante 47890,Contaduria,San Miguel,5.06
EST047891,Estudiante 47891,Administracion,La Libertad,5.39
EST047892,Estudiante 47892,Arquitectura,La Libertad,6.58
EST047893,Estudiante 47893,Administracion,Sonsonate,8.66
EST047894,Estudiante 47894,Arquitectura,San Salvador,7.85
EST047895,Estudiante 47895,Administracion,San Miguel,5.2
EST047896,Estudiante 47896,Arquitectura,San Miguel,5.02
EST047897,Estudiante 47897,Ingeniería Industrial,San Miguel,9.36
EST047898,Estudiante 47898,Ingeniería Industrial,Santa Ana,8.4
EST047899,Estudiante 47899,Ingeniería de Sistemas,San Miguel,5.83
EST047900,Estudiante 47900,Arquitectura,San Miguel,6.24
EST047901,Estudiante 47901,Contaduria,Sonsonate,7.32
EST047902,Estudiante 47902,Contaduria,San Salvador,5.8
EST047903,Estudiante 47903,Administracion,San Miguel,8.15
EST047904,Estudiante 47904,Arquitectura,San Salvador,7.74
EST047905,Estudiante 47905,Ingeniería Industrial,San Salvador,7.56
EST047906,Estudiante 47906,Ingeniería Industrial,San Miguel,9.3
EST047907,Estudiante 47907,Arquitectura,Sonsonate,6.32
EST047908,Estudiante 47908,Contaduria,San Miguel,8.89
EST047909,Estudiante 47909,Contaduria,Santa Ana,5.56
EST047910,Estudiante 47910,Ingeniería de Sistemas,San Miguel,7.23
EST047911,Estudiante 47911,Ingeniería Industrial,San Salvador,7.99
EST047912,Estudiante 47912,Ingeniería Industrial,Sonsonate,5.71
EST047913,Estudiante 47913,Ingeniería de Sistemas,San Miguel,5.12
EST047914,Estudiante 47914,Ingeniería Industrial,San Miguel,6.51
EST047915,Estudiante 47915,Administracion,Sonsonate,7.74
EST047916,Estudiante 47916,Contaduria,San Salvador,5.73
EST047917,Estudiante 47917,Ingeniería de Sistemas,La Libertad,7.66
EST047918,Estudiante 47918,Contaduria,San Salvador,7.44
EST047919,Estudiante 47919,Ingeniería Industrial,San Miguel,6.63
EST047920,Estudiante 47920,Ingeniería Industrial,La Libertad,5.67
EST047921,Estudiante 47921,Ingeniería de Sistemas,San Salvador,5.16
EST047922,Estudiante 47922,Administracion,Sonsonate,6.0
EST047923,Estudiante 47923,Ingeniería de Sistemas,La Libertad,9.85
EST047924,Estudiante 47924,Arquitectura,Santa Ana,8.15
EST047925,Estudiante 47925,Arquitectura,Santa Ana,8.84
EST047926,Estudiante 47926,Administracion,San Miguel,7.62
EST047927,Estudiante 47927,Contaduria,La Libertad,5.43
EST047928,Estudiante 47928,Ingeniería Industrial,Sonsonate,9.68
EST047929,Estudiante 47929,Administracion,La Libertad,5.07
EST047930,Estudiante 47930,Ingeniería Industrial,San Salvador,6.32
EST047931,Estudiante 47931,Ingeniería de Sistemas,San Miguel,7.56
EST047932,Estudiante 47932,Administracion,San Salvador,8.56
EST047933,Estudiante 47933,Arquitectura,San Salvador,7.26
EST047934,Estudiante 47934,Administracion,Santa Ana,6.65
EST047935,Estudiante 47935,Ingeniería Industrial,La Libertad,5.71
EST047936,Estudiante 47936,Administracion,San Miguel,6.11
EST047937,Estudiante 47937,Ingeniería Industrial,Santa Ana,5.26
EST047938,Estudiante 47938,Ingeniería de Sistemas,La Libertad,8.9
EST047939,Estudiante 47939,Ingeniería de Sistemas,San Miguel,9.53
EST047940,Estudiante 47940,Administracion,Santa Ana,5.04
EST047941,Estudiante 47941,Administracion,San Salvador,7.94
EST047942,Estudiante 47942,Administracion,San Miguel,9.81
EST047943,Estudiante 47943,Ingeniería Industrial,La Libertad,9.53
EST047944,Estudiante 47944,Administracion,Santa Ana,7.64
EST047945,Estudiante 47945,Arquitectura,Santa Ana,8.62
EST047946,Estudiante 47946,Arquitectura,Sonsonate,6.51
EST047947,Estudiante 47947,Ingeniería de Sistemas,La Libertad,7.35
EST047948,Estudiante 47948,Ingeniería Industrial,San Miguel,7.75
EST047949,Estudiante 47949,Arquitectura,Sonsonate,7.39
EST047950,Estudiante 47950,Ingeniería Industrial,Sonsonate,5.31
EST047951,Estudiante 47951,Administracion,San Miguel,8.37
EST047952,Estudiante 47952,Arquitectura,San Salvador,6.13
EST047953,Estudiante 47953,Ingeniería de Sistemas,La Libertad,5.64
EST047954,Estudiante 47954,Contaduria,Santa Ana,6.66
EST047955,Estudiante 47955,Ingeniería Industrial,San Salvador,9.2
EST047956,Estudiante 47956,Administracion,Sonsonate,6.78
EST047957,Estudiante 47957,Arquitectura,San Miguel,8.73
EST047958,Estudiante 47958,Ingeniería Industrial,Sonsonate,5.08
EST047959,Estudiante 47959,Ingeniería Industrial,Santa Ana,6.76
EST047960,Estudiante 47960,Ingeniería de Sistemas,Sonsonate,9.82
EST047961,Estudiante 47961,Arquitectura,San Miguel,6.69
EST047962,Estudiante 47962,Arquitectura,San Miguel,8.57
EST047963,Estudiante 47963,Administracion,San Salvador,5.27
EST047964,Estudiante 47964,Ingeniería Industrial,San Miguel,8.02
EST047965,Estudiante 47965,Contaduria,Sonsonate,6.52
EST047966,Estudiante 47966,Ingeniería de Sistemas,Santa Ana,8.12
EST047967,Estudiante 47967,Arquitectura,La Libertad,7.06
EST047968,Estudiante 47968,Contaduria,Sonsonate,7.58
EST047969,Estudiante 47969,Ingeniería Industrial,San Miguel,5.27
EST047970,Estudiante 47970,Ingeniería de Sistemas,Santa Ana,7.14
EST047971,Estudiante 47971,Contaduria,San Miguel,9.85
EST047972,Estudiante 47972,Arquitectura,San Miguel,8.31
EST047973,Estudiante 47973,Arquitectura,La Libertad,8.01
EST047974,Estudiante 47974,Administracion,Santa Ana,9.86
EST047975,Estudiante 47975,Arquitectura,Sonsonate,8.29
EST047976,Estudiante 47976,Ingeniería de Sistemas,Sonsonate,6.25
EST047977,Estudiante 47977,Administracion,San Miguel,7.73
EST047978,Estudiante 47978,Ingeniería Industrial,San Salvador,8.25
EST047979,Estudiante 47979,Ingeniería de Sistemas,Sonsonate,9.02
EST047980,Estudiante 47980,Ingeniería Industrial,Santa Ana,6.44
EST047981,Estudiante 47981,Arquitectura,Santa Ana,6.2
EST047982,Estudiante 47982,Contaduria,San Miguel,5.69
EST047983,Estudiante 47983,Contaduria,Santa Ana,9.31
EST047984,Estudiante 47984,Ingeniería de Sistemas,La Libertad,5.07
EST047985,Estudiante 47985,Administracion,Sonsonate,9.77
EST047986,Estudiante 47986,Arquitectura,Santa Ana,8.41
EST047987,Estudiante 47987,Ingeniería de Sistemas,San Miguel,5.05
EST047988,Estudiante 47988,Ingeniería Industrial,San Salvador,6.78
EST047989,Estudiante 47989,Arquitectura,San Salvador,7.15
EST047990,Estudiante 47990,Arquitectura,San Miguel,9.05
EST047991,Estudiante 47991,Contaduria,San Miguel,6.06
EST047992,Estudiante 47992,Ingeniería Industrial,Sonsonate,7.6
EST047993,Estudiante 47993,Administracion,Sonsonate,6.13
EST047994,Estudiante 47994,Ingeniería de Sistemas,San Salvador,8.25
EST047995,Estudiante 47995,Ingeniería de Sistemas,La Libertad,6.45
EST047996,Estudiante 47996,Contaduria,Sonsonate,6.08
EST047997,Estudiante 47997,Ingeniería de Sistemas,San Salvador,6.17
EST047998,Estudiante 47998,Contaduria,San Salvador,6.4
EST047999,Estudiante 47999,Arquitectura,San Miguel,7.04
EST048000,Estudiante 48000,Ingeniería de Sistemas,San Miguel,8.02
EST048001,Estudiante 48001,Ingeniería de Sistemas,La Libertad,7.07
EST048002,Estudiante 48002,Ingeniería de Sistemas,Santa Ana,9.41
EST048003,Estudiante 48003,Ingeniería Industrial,Sonsonate,7.84
EST048004,Estudiante 48004,Ingeniería de Sistemas,Sonsonate,5.54
EST048005,Estudiante 48005,Ingeniería Industrial,Santa Ana,5.89
EST048006,Estudiante 48006,Ingeniería de Sistemas,Sonsonate,5.05
EST048007,Estudiante 48007,Contaduria,San Salvador,7.96
EST048008,Estudiante 48008,Contaduria,Santa Ana,6.48
EST048009,Estudiante 48009,Ingeniería Industrial,La Libertad,5.13
EST048010,Estudiante 48010,Contaduria,San Miguel,8.25
EST048011,Estudiante 48011,Arquitectura,San Miguel,9.44
EST048012,Estudiante 48012,Ingeniería de Sistemas,La Libertad,9.78
EST048013,Estudiante 48013,Arquitectura,La Libertad,6.6
EST048014,Estudiante 48014,Arquitectura,Sonsonate,8.96
EST048015,Estudiante 48015,Administracion,La Libertad,7.3
EST048016,Estudiante 48016,Arquitectura,Sonsonate,7.68
EST048017,Estudiante 48017,Arquitectura,Sonsonate,7.94
EST048018,Estudiante 48018,Ingeniería Industrial,San Salvador,9.31
EST048019,Estudiante 48019,Administracion,Sonsonate,8.17
EST048020,Estudiante 48020,Ingeniería Industrial,La Libertad,9.76
EST048021,Estudiante 48021,Ingeniería de Sistemas,San Salvador,5.77
EST048022,Estudiante 48022,Ingeniería de Sistemas,Santa Ana,9.81
EST048023,Estudiante 48023,Administracion,La Libertad,9.12
EST048024,Estudiante 48024,Arquitectura,La Libertad,6.4
EST048025,Estudiante 48025,Ingeniería de Sistemas,San Salvador,6.66
EST048026,Estudiante 48026,Ingeniería Industrial,Santa Ana,5.27
EST048027,Estudiante 48027,Ingeniería de Sistemas,La Libertad,9.31
EST048028,Estudiante 48028,Ingeniería Industrial,San Miguel,5.73
EST048029,Estudiante 48029,Arquitectura,Sonsonate,5.98
EST048030,Estudiante 48030,Ingeniería Industrial,Santa Ana,6.06
EST048031,Estudiante 48031,Arquitectura,Sonsonate,9.7
EST048032,Estudiante 48032,Contaduria,La Libertad,5.76
EST048033,Estudiante 48033,Contaduria,La Libertad,5.79
EST048034,Estudiante 48034,Arquitectura,San Miguel,6.28
EST048035,Estudiante 48035,Arquitectura,Santa Ana,7.63
EST048036,Estudiante 48036,Ingeniería Industrial,La Libertad,8.55
EST048037,Estudiante 48037,Administracion,San Salvador,8.21
EST048038,Estudiante 48038,Ingeniería Industrial,San Miguel,5.73
EST048039,Estudiante 48039,Administracion,San Salvador,8.35
EST048040,Estudiante 48040,Ingeniería Industrial,Sonsonate,5.03
EST048041,Estudiante 48041,Arquitectura,San Miguel,9.29
EST048042,Estudiante 48042,Administracion,Santa Ana,6.09
EST048043,Estudiante 48043,Administracion,Santa Ana,8.29
EST048044,Estudiante 48044,Administracion,San Salvador,7.4
EST048045,Estudiante 48045,Ingeniería Industrial,San Salvador,9.76
EST048046,Estudiante 48046,Contaduria,San Salvador,6.84
EST048047,Estudiante 48047,Arquitectura,Sonsonate,8.62
EST048048,Estudiante 48048,Arquitectura,Santa Ana,5.87
EST048049,Estudiante 48049,Ingeniería Industrial,Sonsonate,9.87
EST048050,Estudiante 48050,Contaduria,Santa Ana,9.36
EST048051,Estudiante 48051,Arquitectura,La Libertad,8.94
EST048052,Estudiante 48052,Arquitectura,Sonsonate,7.8
EST048053,Estudiante 48053,Ingeniería de Sistemas,San Miguel,8.58
EST048054,Estudiante 48054,Arquitectura,San Salvador,8.5
EST048055,Estudiante 48055,Ingeniería Industrial,Sonsonate,5.79
EST048056,Estudiante 48056,Arquitectura,Sonsonate,9.66
EST048057,Estudiante 48057,Arquitectura,Santa Ana,8.19
EST048058,Estudiante 48058,Arquitectura,La Libertad,8.47
EST048059,Estudiante 48059,Contaduria,Sonsonate,9.54
EST048060,Estudiante 48060,Administracion,Sonsonate,9.64
EST048061,Estudiante 48061,Ingeniería Industrial,Santa Ana,6.54
EST048062,Estudiante 48062,Administracion,San Miguel,8.52
EST048063,Estudiante 48063,Ingeniería de Sistemas,Santa Ana,6.05
EST048064,Estudiante 48064,Ingeniería Industrial,Sonsonate,9.54
EST048065,Estudiante 48065,Contaduria,La Libertad,5.63
EST048066,Estudiante 48066,Contaduria,Santa Ana,6.53
EST048067,Estudiante 48067,Administracion,Sonsonate,7.14
EST048068,Estudiante 48068,Contaduria,Sonsonate,5.32
EST048069,Estudiante 48069,Ingeniería de Sistemas,San Salvador,6.82
EST048070,Estudiante 48070,Ingeniería Industrial,Santa Ana,7.27
EST048071,Estudiante 48071,Ingeniería de Sistemas,San Miguel,5.08
EST048072,Estudiante 48072,Ingeniería de Sistemas,San Miguel,6.57
EST048073,Estudiante 48073,Contaduria,San Salvador,9.79
EST048074,Estudiante 48074,Administracion,Sonsonate,6.66
EST048075,Estudiante 48075,Administracion,San Salvador,9.01
EST048076,Estudiante 48076,Ingeniería Industrial,Santa Ana,7.69
EST048077,Estudiante 48077,Ingeniería de Sistemas,La Libertad,5.08
EST048078,Estudiante 48078,Administracion,Santa Ana,6.28
EST048079,Estudiante 48079,Arquitectura,La Libertad,9.51
EST048080,Estudiante 48080,Ingeniería Industrial,San Miguel,6.85
EST048081,Estudiante 48081,Ingeniería de Sistemas,La Libertad,6.76
EST048082,Estudiante 48082,Ingeniería de Sistemas,Sonsonate,9.75
EST048083,Estudiante 48083,Administracion,San Miguel,8.36
EST048084,Estudiante 48084,Arquitectura,San Salvador,5.64
EST048085,Estudiante 48085,Ingeniería Industrial,Santa Ana,5.08
EST048086,Estudiante 48086,Ingeniería de Sistemas,Sonsonate,6.91
EST048087,Estudiante 48087,Ingeniería de Sistemas,Sonsonate,6.89
EST048088,Estudiante 48088,Administracion,San Salvador,8.26
EST048089,Estudiante 48089,Ingeniería Industrial,San Salvador,9.16
EST048090,Estudiante 48090,Arquitectura,Sonsonate,9.6
EST048091,Estudiante 48091,Administracion,San Miguel,6.95
EST048092,Estudiante 48092,Contaduria,San Salvador,5.68
EST048093,Estudiante 48093,Administracion,Sonsonate,7.74
EST048094,Estudiante 48094,Arquitectura,La Libertad,5.47
EST048095,Estudiante 48095,Administracion,San Salvador,8.62
EST048096,Estudiante 48096,Ingeniería de Sistemas,Sonsonate,5.52
EST048097,Estudiante 48097,Ingeniería Industrial,La Libertad,9.62
EST048098,Estudiante 48098,Contaduria,La Libertad,7.78
EST048099,Estudiante 48099,Contaduria,Sonsonate,6.24
EST048100,Estudiante 48100,Ingeniería de Sistemas,Santa Ana,5.17
EST048101,Estudiante 48101,Arquitectura,Sonsonate,9.32
EST048102,Estudiante 48102,Arquitectura,San Salvador,8.13
EST048103,Estudiante 48103,Arquitectura,San Miguel,8.52
EST048104,Estudiante 48104,Ingeniería Industrial,Santa Ana,6.97
EST048105,Estudiante 48105,Contaduria,San Salvador,9.11
EST048106,Estudiante 48106,Arquitectura,San Miguel,6.99
EST048107,Estudiante 48107,Arquitectura,Santa Ana,8.41
EST048108,Estudiante 48108,Arquitectura,La Libertad,5.23
EST048109,Estudiante 48109,Ingeniería Industrial,San Salvador,6.87
EST048110,Estudiante 48110,Arquitectura,San Salvador,6.71
EST048111,Estudiante 48111,Contaduria,San Salvador,7.09
EST048112,Estudiante 48112,Ingeniería Industrial,Santa Ana,8.29
EST048113,Estudiante 48113,Contaduria,San Salvador,7.76
EST048114,Estudiante 48114,Arquitectura,Santa Ana,7.66
EST048115,Estudiante 48115,Arquitectura,Sonsonate,9.32
EST048116,Estudiante 48116,Contaduria,Sonsonate,9.87
EST048117,Estudiante 48117,Ingeniería de Sistemas,Sonsonate,8.23
EST048118,Estudiante 48118,Ingeniería de Sistemas,Sonsonate,7.25
EST048119,Estudiante 48119,Arquitectura,San Salvador,8.32
EST048120,Estudiante 48120,Contaduria,Sonsonate,8.55
EST048121,Estudiante 48121,Contaduria,San Miguel,8.3
EST048122,Estudiante 48122,Ingeniería de Sistemas,Sonsonate,9.98
EST048123,Estudiante 48123,Ingeniería Industrial,La Libertad,5.07
EST048124,Estudiante 48124,Ingeniería Industrial,San Salvador,6.95
EST048125,Estudiante 48125,Contaduria,La Libertad,7.51
EST048126,Estudiante 48126,Administracion,La Libertad,9.73
EST048127,Estudiante 48127,Ingeniería Industrial,Sonsonate,6.96
EST048128,Estudiante 48128,Arquitectura,San Salvador,8.16
EST048129,Estudiante 48129,Ingeniería Industrial,Santa Ana,9.92
EST048130,Estudiante 48130,Ingeniería Industrial,Santa Ana,6.08
EST048131,Estudiante 48131,Arquitectura,Santa Ana,7.34
EST048132,Estudiante 48132,Ingeniería Industrial,Santa Ana,9.93
EST048133,Estudiante 48133,Arquitectura,San Salvador,8.81
EST048134,Estudiante 48134,Ingeniería de Sistemas,San Salvador,7.58
EST048135,Estudiante 48135,Ingeniería de Sistemas,Santa Ana,9.87
EST048136,Estudiante 48136,Ingeniería Industrial,San Miguel,7.94
EST048137,Estudiante 48137,Arquitectura,Sonsonate,6.78
EST048138,Estudiante 48138,Ingeniería de Sistemas,Sonsonate,8.34
EST048139,Estudiante 48139,Arquitectura,Santa Ana,5.07
EST048140,Estudiante 48140,Administracion,Santa Ana,7.42
EST048141,Estudiante 48141,Contaduria,San Miguel,6.39
EST048142,Estudiante 48142,Ingeniería Industrial,San Salvador,7.12
EST048143,Estudiante 48143,Ingeniería Industrial,Sonsonate,7.23
EST048144,Estudiante 48144,Arquitectura,La Libertad,9.3
EST048145,Estudiante 48145,Contaduria,Sonsonate,5.8
EST048146,Estudiante 48146,Contaduria,Sonsonate,7.44
EST048147,Estudiante 48147,Contaduria,Sonsonate,7.23
EST048148,Estudiante 48148,Contaduria,San Salvador,9.31
EST048149,Estudiante 48149,Ingeniería de Sistemas,La Libertad,7.84
EST048150,Estudiante 48150,Administracion,Santa Ana,9.06
EST048151,Estudiante 48151,Ingeniería de Sistemas,San Miguel,8.13
EST048152,Estudiante 48152,Ingeniería Industrial,San Miguel,8.15
EST048153,Estudiante 48153,Ingeniería Industrial,La Libertad,7.06
EST048154,Estudiante 48154,Contaduria,La Libertad,6.62
EST048155,Estudiante 48155,Administracion,La Libertad,9.39
EST048156,Estudiante 48156,Ingeniería de Sistemas,La Libertad,6.19
EST048157,Estudiante 48157,Ingeniería Industrial,San Miguel,7.03
EST048158,Estudiante 48158,Arquitectura,Sonsonate,8.31
EST048159,Estudiante 48159,Ingeniería de Sistemas,San Miguel,7.55
EST048160,Estudiante 48160,Ingeniería Industrial,La Libertad,7.36
EST048161,Estudiante 48161,Ingeniería Industrial,San Salvador,8.01
EST048162,Estudiante 48162,Administracion,Sonsonate,5.91
EST048163,Estudiante 48163,Arquitectura,Sonsonate,8.27
EST048164,Estudiante 48164,Contaduria,Sonsonate,6.12
EST048165,Estudiante 48165,Arquitectura,San Salvador,7.93
EST048166,Estudiante 48166,Ingeniería de Sistemas,San Salvador,8.7
EST048167,Estudiante 48167,Ingeniería de Sistemas,Santa Ana,9.58
EST048168,Estudiante 48168,Ingeniería Industrial,Santa Ana,7.79
EST048169,Estudiante 48169,Administracion,Santa Ana,5.68
EST048170,Estudiante 48170,Contaduria,San Salvador,6.55
EST048171,Estudiante 48171,Contaduria,La Libertad,6.0
EST048172,Estudiante 48172,Administracion,Santa Ana,8.4
EST048173,Estudiante 48173,Administracion,La Libertad,5.38
EST048174,Estudiante 48174,Ingeniería Industrial,Santa Ana,8.23
EST048175,Estudiante 48175,Contaduria,Santa Ana,9.11
EST048176,Estudiante 48176,Contaduria,La Libertad,9.68
EST048177,Estudiante 48177,Ingeniería de Sistemas,San Miguel,7.12
EST048178,Estudiante 48178,Arquitectura,San Miguel,7.05
EST048179,Estudiante 48179,Administracion,La Libertad,9.43
EST048180,Estudiante 48180,Arquitectura,San Salvador,9.68
EST048181,Estudiante 48181,Contaduria,San Salvador,8.46
EST048182,Estudiante 48182,Arquitectura,Sonsonate,7.66
EST048183,Estudiante 48183,Ingeniería Industrial,San Miguel,9.74
EST048184,Estudiante 48184,Arquitectura,San Miguel,6.62
EST048185,Estudiante 48185,Contaduria,San Salvador,5.81
EST048186,Estudiante 48186,Ingeniería de Sistemas,San Salvador,9.11
EST048187,Estudiante 48187,Contaduria,Sonsonate,9.57
EST048188,Estudiante 48188,Arquitectura,Sonsonate,9.96
EST048189,Estudiante 48189,Contaduria,Sonsonate,5.98
EST048190,Estudiante 48190,Arquitectura,San Salvador,9.55
EST048191,Estudiante 48191,Ingeniería de Sistemas,San Salvador,8.06
EST048192,Estudiante 48192,Ingeniería de Sistemas,San Salvador,5.11
EST048193,Estudiante 48193,Ingeniería Industrial,Sonsonate,9.66
EST048194,Estudiante 48194,Ingeniería Industrial,La Libertad,5.29
EST048195,Estudiante 48195,Administracion,Santa Ana,9.49
EST048196,Estudiante 48196,Arquitectura,Sonsonate,7.36
EST048197,Estudiante 48197,Ingeniería Industrial,La Libertad,6.16
EST048198,Estudiante 48198,Ingeniería Industrial,San Miguel,9.82
EST048199,Estudiante 48199,Contaduria,Sonsonate,8.01
EST048200,Estudiante 48200,Ingeniería de Sistemas,San Salvador,9.52
EST048201,Estudiante 48201,Arquitectura,San Miguel,5.06
EST048202,Estudiante 48202,Administracion,La Libertad,8.08
EST048203,Estudiante 48203,Arquitectura,San Miguel,7.34
EST048204,Estudiante 48204,Administracion,Sonsonate,6.3
EST048205,Estudiante 48205,Administracion,San Miguel,6.0
EST048206,Estudiante 48206,Ingeniería Industrial,La Libertad,6.66
EST048207,Estudiante 48207,Ingeniería Industrial,San Salvador,6.35
EST048208,Estudiante 48208,Arquitectura,Sonsonate,6.8
EST048209,Estudiante 48209,Contaduria,Sonsonate,5.88
EST048210,Estudiante 48210,Ingeniería Industrial,Sonsonate,7.56
EST048211,Estudiante 48211,Arquitectura,Santa Ana,6.18
EST048212,Estudiante 48212,Arquitectura,Sonsonate,9.94
EST048213,Estudiante 48213,Arquitectura,San Miguel,8.84
EST048214,Estudiante 48214,Ingeniería de Sistemas,San Miguel,6.47
EST048215,Estudiante 48215,Ingeniería de Sistemas,La Libertad,5.47
EST048216,Estudiante 48216,Ingeniería Industrial,Sonsonate,8.53
EST048217,Estudiante 48217,Ingeniería de Sistemas,La Libertad,6.96
EST048218,Estudiante 48218,Contaduria,La Libertad,9.88
EST048219,Estudiante 48219,Ingeniería Industrial,San Salvador,6.09
EST048220,Estudiante 48220,Administracion,San Salvador,8.53
EST048221,Estudiante 48221,Contaduria,Santa Ana,5.91
EST048222,Estudiante 48222,Administracion,San Salvador,6.48
EST048223,Estudiante 48223,Administracion,Sonsonate,5.32
EST048224,Estudiante 48224,Ingeniería de Sistemas,San Salvador,5.24
EST048225,Estudiante 48225,Contaduria,San Salvador,8.48
EST048226,Estudiante 48226,Ingeniería de Sistemas,San Salvador,5.72
EST048227,Estudiante 48227,Contaduria,Santa Ana,7.58
EST048228,Estudiante 48228,Arquitectura,San Miguel,9.1
EST048229,Estudiante 48229,Administracion,San Miguel,5.35
EST048230,Estudiante 48230,Contaduria,La Libertad,6.25
EST048231,Estudiante 48231,Ingeniería de Sistemas,San Salvador,8.91
EST048232,Estudiante 48232,Contaduria,La Libertad,9.31
EST048233,Estudiante 48233,Ingeniería de Sistemas,San Miguel,7.74
EST048234,Estudiante 48234,Ingeniería Industrial,Sonsonate,5.51
EST048235,Estudiante 48235,Contaduria,Santa Ana,8.66
EST048236,Estudiante 48236,Ingeniería de Sistemas,Santa Ana,8.46
EST048237,Estudiante 48237,Ingeniería de Sistemas,San Miguel,7.39
EST048238,Estudiante 48238,Contaduria,San Miguel,7.44
EST048239,Estudiante 48239,Administracion,San Miguel,6.06
EST048240,Estudiante 48240,Ingeniería de Sistemas,Sonsonate,7.78
EST048241,Estudiante 48241,Ingeniería Industrial,San Miguel,6.05
